key,cn,comment
zel_01/15759,倾斜<T000014><T00001d><T000015>环顾四周，\n瞄准<T03000f>，用<T03000e>……,
zel_01/15769,这些小鬼不会放过你的，\n<T000000>。你就得忍到底。\n<T000007:000a>用<T03000e>指过去，\n瞄准<T03000f>就行！,
zel_01/15774,用弹弓时可以倾斜\n<T000014><T00001d><T000015>环顾四周……\n<T000007:000a>说明书上是这么写的……,
zel_01/15777,上面说可以倾斜\n<T000014><T00001d><T000015>环顾四周……,
zel_01/15781,去<T030004>画面把弹弓设成\n<T030002>……<T000007:000a>再按<T030002>\n就发射了！很简单。,
zel_01/15783,用<T03000e>指过去瞄准<T03000f>，\n再倾斜<T000014><T00001d><T000015>环顾四周！,
zel_01/15787,设成<T030002>，在<T030004>画面……\n弹丸可以用<Tff0000:01>南瓜籽<Tff0000:00>……\n贝丝以前用过这个……,
zel_01/15793,用<T030014>锁定的话，\n就完全不用拿光标\n去瞄准了！,
zel_01/15903,看！看见没？那棵树上……\n按<T030013>，再用<T000013>或<T030011>\n移动光标，就能看得\n更清楚。,
zel_01/15919,看！看见没？那棵树上……\n只要按<T030013>，再用<T000013>或<T030011>\n移动光标四处看，就能\n看得更清楚。,
zel_01/16563,<T000000>……给我做对，小子！\n我要你先<Tff0000:01>按住<Tff0000:00>\n<T030001>站稳脚步，再去\n抓那家伙……,
zel_01/16581,你只要<Tff0000:01>按住<Tff0000:00><T030001>站稳\n脚跟，再抓住那只山羊\n不放，很快就能让它安静。,
zel_01/17033,怎么了？想看我卖的货，\n用<T000014><T00001a>就行……<T000004:0000>,
zel_01/17048,喂，别光盯着我！我<Tff0000:01>卖的货<Tff0000:00>，\n你用<T000014><T00001a>自己看。<T000004:0000>,
zel_01/18065,得穿过费罗尼\n森林，往<Tff0000:01>西<Tff0000:00>去\n<Tff0000:01>奥尔汀地区<Tff0000:00>！,
zel_01/19002,<T000016> 村长家与牧场\n\n陌默水车 <T000015>\n\n森林与精灵之泉\n<T000017>,
zel_01/19015,<Tff0000:03>相扑之道 上篇<Tff0000:00>\n<Tff0000:01>抓住<Tff0000:00>对手，按<T030001>把\n他们<Tff0000:01>推出<Tff0000:00>场外。这是\n唯一的取胜之道。,
zel_01/19016,<Tff0000:03>相扑之道 中篇\n<Tff0000:00>制胜要诀：先手\n对手伸掌时，就<Tff0000:01>抓<Tff0000:00>\n住他，按<T030001>。他若抓你，\n<Tff0000:01>闪避<Tff0000:00>，用<T000014><T00001d><T000015>躲开。\n他闪避时，用<Tff0000:01>推掌<Tff0000:00><T030011>。,
zel_01/20004,悄悄凑到他们跟前<Tff0000:01>听\n<Tff0000:00>他们说话，按<T030001>！,
zel_01/20009,我也试着<Tff0000:01>听<Tff0000:00>，按<T030001>，可\n人类的话我听不懂。,
zel_01/20011,离得太远就听不见，\n所以得悄悄凑近，\n再<Tff0000:01>听<Tff0000:00>，按<T030001>。,
zel_01/20015,用你的<Tff0000:01><T03000b>感知\n<Tff0000:00>四处看看，再<Tff0000:01><T03000a>\n<Tff0000:00>在可疑的地方<Tff0000:01>挖<Tff0000:00>。\n肯定能找到东西！,
zel_01/20020,受了伤，要么吃个\n<Tff0000:01>南瓜<Tff0000:00>，要么用<T03000a>挖出\n<Tff0000:01>心<Tff0000:00>来！,
zel_01/20022,我的<T03000b><Tff0000:01>感知<Tff0000:00>很灵，\n这些事我一猜就知道！,
zel_01/20039,你或许能看到东西\n闪闪发亮……<T000007:000f>也可能看不到，\n这取决于你的<T03000b>\n<Tff0000:01>感知<Tff0000:00>有多灵。,
zel_01/20041,好好爱惜你那<T03000b><Tff0000:01>感知<Tff0000:00>！,
zel_01/20076,<Tff0000:01>挖<Tff0000:00>一挖，用<T03000a>，\n说不定能挖出东西……,
zel_01/20094,你真走运……<T000007:000a>你那敏锐的\n<Tff0000:01><T03000b>感知<Tff0000:00>，还有那身\n看着软乎乎的毛……<T000007:000a>真可爱！,
zel_01/20097,啊……<T000007:000a>你真可爱……<T000007:000a>我要你\n用那双锐利的眼睛盯着我，\n用你的<Tff0000:01><T03000b>感知<Tff0000:00>！,
zel_02/5000,,
zel_02/5001,……我是……光之精灵……,
zel_02/5002,勇者……神所选……,
zel_02/5003,寻找……我的光……把被\n影夺走的<Tff0000:01>光<Tff0000:00>收集起来……\n收进<Tff0000:01>这里<Tff0000:00>……,
zel_02/5004,……那些<Tff0000:01>影之虫<Tff0000:00>……<T000007:000f>它们\n是邪恶附身于我散落的\n<Tff0000:01>光<Tff0000:00>时……所化成的\n形态……,
zel_02/5005,在这影影绰绰的<Tff0000:01>黄昏<Tff0000:00>里……\n<Tff0000:01>影之虫<Tff0000:00>是<Tff0000:01>看不见<Tff0000:00>的，\n就像你们光之世界的\n<Tff0000:01>人<Tff0000:00>一样……,
zel_02/5006,用我最后的力量……让我\n把散落泪滴的\n<Tff0000:01>位置<Tff0000:00>……它们已经化为\n<Tff0000:01>影之虫<Tff0000:00>……标在你的地图上。,
zel_02/5007,但……小心……黑暗\n现在盯上你了……,
zel_02/5008,在这影影绰绰的<Tff0000:01>黄昏<Tff0000:00>里……\n<Tff0000:01>影之虫<Tff0000:00>是<Tff0000:01>看不见<Tff0000:00>的，\n就像你们光之世界的\n<Tff0000:01>人<Tff0000:00>一样……,
zel_02/5009,我散落的光之滴的<Tff0000:01>位置\n<Tff0000:00>已经标在你的<Tff0000:01>地图<Tff0000:00>上……\n用它去从<Tff0000:01>影之虫<Tff0000:00>身上\n夺回<Tff0000:01>光之滴<Tff0000:00>……,
zel_02/5010,,
zel_02/5011,雷纳德说的那些，\n你都听完了吗？,
zel_02/5012,我也担心伊莉娅……但现在\n我更放心不下海利亚湖\n的卓拉族。,
zel_02/5013,我当然完全同意\n雷纳德。这人真精明！,
zel_02/5014,你快去吧，<T000000>！\n去照看湖边的卓拉族！,
zel_02/5015,<Tff0001:0055>天哪，这孩子真迟钝……,
zel_02/5016,<Tff0001:007d>快！去卓拉族那儿！,
zel_02/5017,,
zel_02/5018,,
zel_02/5019,,
zel_02/5020,,
zel_02/5021,我把信掉进温泉里了，\n现在根本没法看！\n得把这玩意儿吹干……,
zel_02/5022,,
zel_02/5023,,
zel_02/5024,,
zel_02/5025,,
zel_02/5026,,
zel_02/5027,,
zel_02/5028,……这里有件<Tff0000:01>铠甲<Tff0000:00>，是我\n丈夫为将临的勇者做的。\n里面藏着卓拉族的力量。,
zel_02/5029,我相信，有一件\n<Tff0000:01>能让你在水中自由行动的<Tff0000:00>\n衣服，对你的旅途会有帮助。,
zel_02/5030,,
zel_02/5031,我一直在等你。,
zel_02/5032,来吧……这边走……,
zel_02/5033,在我儿子最需要的时候\n帮了他，我衷心感谢你。,
zel_02/5034,你把他带来是对的。\n卡卡利科村是卓拉族\n的圣地。我们死后，\n灵魂都在那里安息。,
zel_02/5035,我生前的丈夫<Tff0000:02>卓拉王<Tff0000:00>，\n灵魂也在这里安息。,
zel_02/5036,我儿子在这里得救，\n绝非偶然。,
zel_02/5037,……我答应你的东西，\n就埋在这座墓里。,
zel_02/5038,我丈夫生前专门\n为被选中的勇者做了\n<Tff0000:01>衣服<Tff0000:00>，那衣服里\n寄宿着卓拉族的力量。,
zel_02/5039,现在，我终于能\n和国王一同长眠了。,
zel_02/5040,可是……我儿子……\n他还不知道我已经死了。,
zel_02/5041,如果你再见到他，\n请把这话转告他……,
zel_02/5042,告诉他，不要为母亲的\n死难过。告诉他，\n她希望他勇敢地活下去，\n当族人的国王。,
zel_02/5043,还有……<T000007:000f>告诉他，他母亲\n永远爱他。告诉他……,
zel_02/5044,,
zel_02/5045,这边……,
zel_02/5046,等我儿子醒来，\n请告诉他……,
zel_02/5047,勇者……收下这件铠甲，\n穿上它去<Tff0000:01>海利亚湖<Tff0000:00>底，\n去那座<Tff0000:01>神殿<Tff0000:00>，那是我们\n族人的骄傲。,
zel_02/5048,神殿里封着一种\n禁忌的力量，是光之\n精灵封印的……,
zel_02/5049,当年为防它落入\n黑暗之人的手里，\n才把它封在那里……,
zel_02/5050,,
zel_02/5051,我可不想为了自己\n逃命就丢下大家！,
zel_02/5052,喂，<T000000>！你就没\n办法做点什么吗？,
zel_02/5053,难道……就没有办法\n跟鼓隆族和好吗？,
zel_02/5054,总该有人去<Tff0000:01>矿山<Tff0000:00>\n想想办法吧……,
zel_02/5055,来吧，科林，你不想\n吃点炖菜吗？,
zel_02/5056,等等，等等！动手之前\n先喝点这个！,
zel_02/5057,对，是我特调的饮料！\n我把精灵之泉的水\n和温泉水兑在一起！\n可好喝了！,
zel_02/5058,<Tff0001:0050>呃……好吧,
zel_02/5059,来！贝丝特调一份！,
zel_02/5060,你想想，精灵之泉的水\n加上温泉水？！\n喝了立刻就能\n好起来！,
zel_02/5061,科林，你不如\n喝点炖菜？你饿了吧，\n是不是？,
zel_02/5062,<Tff0001:0050>呃……好吧,
zel_02/5063,,
zel_02/5064,,
zel_02/5065,,
zel_02/5066,,
zel_02/5067,,
zel_02/5068,,
zel_02/5069,,
zel_02/5070,,
zel_02/5071,,
zel_02/5072,,
zel_02/5073,,
zel_02/5074,,
zel_02/5075,,
zel_02/5076,,
zel_02/5077,,
zel_02/5078,,
zel_02/5079,,
zel_02/5080,,
zel_02/5081,,
zel_02/5082,,
zel_02/5083,,
zel_02/5084,,
zel_02/5085,,
zel_02/5086,,
zel_02/5087,,
zel_02/5088,,
zel_02/5089,,
zel_02/5090,,
zel_02/5091,,
zel_02/5092,,
zel_02/5093,,
zel_02/5094,,
zel_02/5095,,
zel_02/5096,,
zel_02/5097,,
zel_02/5098,,
zel_02/5099,,
zel_02/5100,,
zel_02/5101,天哪！,
zel_02/5102,我自己都该逃命了，\n凭什么还要替别人\n看这帮小鬼？！,
zel_02/5103,喂！我可等你半天了！,
zel_02/5104,瞧瞧这个！我的\n<Tff0000:01>水中炸弹<Tff0000:00>做好了！,
zel_02/5105,这小玩意儿先进得很，\n在水里也能用！\n保证派得上用场。\n要来点吗？,
zel_02/5106,<T030000:0000052d>好嘞！好好看看\n邦兹大师亲手做的\n炸弹！ <T00001b><T000015><T000004:0000>,
zel_02/5107,哟，是你啊！,
zel_02/5108,对，我的全套炸弹\n总算齐了！\n个个都是漂亮货吧？,
zel_02/5109,,
zel_02/5110,,
zel_02/5111,,
zel_02/5112,,
zel_02/5113,,
zel_02/5114,,
zel_02/5115,,
zel_02/5116,,
zel_02/5117,,
zel_02/5118,,
zel_02/5119,,
zel_02/5120,,
zel_02/5121,,
zel_02/5122,,
zel_02/5123,,
zel_02/5124,,
zel_02/5125,,
zel_02/5126,,
zel_02/5127,这样吧：把你的<Tff0000:01>炸弹袋\n<Tff0000:00>塞满<Tff0000:01>水中炸弹<Tff0000:00>，\n只要<Tff0000:06>220卢比<Tff0000:00>。\n怎么样？<T000020>,
zel_02/5128,这样吧：把你的<Tff0000:01>炸弹袋\n<Tff0000:00>塞满<Tff0000:01>炸弹<Tff0000:00>，只要\n<Tff0000:06>120卢比<Tff0000:00>。怎么样？<T000020>,
zel_02/5129,哎呀，这样的话，\n要不要来个<Tff0000:08>特惠套装<Tff0000:00>？\n一人只限一份！\n怎么样？,
zel_02/5130,怎么回事？我看你的\n<Tff0000:01>炸弹袋<Tff0000:00>挺像是满了。,
zel_02/5131,天哪！现在人人\n都想糊弄人。,
zel_02/5132,我说，我根本不知道\n<T000000>这家伙是谁……可我\n得说，我实在不太信\n他会来救这个村子！,
zel_02/5133,天哪……我的仓库……\n我的火药……出什么事了？！,
zel_02/5134,那些……那些凶兽……\n都该死！,
zel_02/5135,……,
zel_02/5136,哟！是你。,
zel_02/5137,嗯，我一直在琢磨着\n把事儿理顺，好重新\n开张做生意……,
zel_02/5138,……问题是，我从鼓隆族\n那儿再也拿不到材料了……\n老天，我完全不知道咋办！,
zel_02/5139,哟，伙计！,
zel_02/5140,怎么样？对，我总算\n把账算明白，又\n重新开店了。,
zel_02/5141,嗯，算是吧……我只有\n一种炸弹，不过有\n一种总比没有强，对吧？<T000007:0014>\n要是仓库还在就好了……,
zel_02/5142,<T030000:0000052e>不过，也没那么糟……\n以后我会加更多种类。\n先看看我现在的\n货吧！ <T00001b><T000015><T000004:0000>,
zel_02/5143,<T030000:0000052f>邦兹的炸弹炸得最响，\n信不信由你！趁没卖完\n赶紧多买点！\n邦兹炸弹，天下无敌！ <T00001b><T000015><T000004:0000>,
zel_02/5144,嘿，我们一周七天、\n一天24小时都营业，\n你随时来都行！,
zel_02/5145,<T030000:00000530>这玩意儿简直是\n艺术品！你可要\n好好瞧瞧！ <T00001b><T000015><T000004:0000>,
zel_02/5146,<T030000:00000531>我们有<Tff0000:08>10枚炸弹<Tff0000:00>卖<Tff0000:06>30卢比，\n<Tff0000:00><Tff0000:08>20枚<Tff0000:00>卖<Tff0000:06>60<Tff0000:00>，<Tff0000:08>30枚<Tff0000:00>卖<Tff0000:06>90<Tff0000:00>。\n不买就按<T00000b>走人……<T000020>,
zel_02/5147,<T000009:01>10枚炸弹\n<T000009:02>20枚炸弹\n<T000009:03>30枚炸弹,
zel_02/5148,听着，你想买我的炸弹\n是好事……可你没\n卢比买，伙计！,
zel_02/5149,喂，听着，你要的装\n不进袋子里。还要买吗？\n买不满一份，我可\n不给折扣……<T000020>,
zel_02/5150,<T000008:01>我买了。\n<T000008:02>算了。,
zel_02/5151,哎哟！你这袋子满了！\n你是不是没用过炸弹？\n它们可不是首饰，对吧？\n炸弹就是拿来炸东西的！,
zel_02/5152,好嘞！那就把这些\n小家伙塞进你的炸弹袋！,
zel_02/5153,哎哟！喂！你疯了吗，伙计？！\n那很危险！别在我\n店里点火啊！,
zel_02/5154,怎么回事？你没有\n装炸弹的<Tff0000:01>炸弹袋<Tff0000:00>，是吧？,
zel_02/5155,现在正好有个特惠：\n炸弹袋<Tff0000:08>特惠套装<Tff0000:00>，\n袋子和炸弹都有，只要\n<Tff0000:06>120卢比<Tff0000:00>！怎么样？<T000020>,
zel_02/5156,给你个划算的：塞满\n水中炸弹的炸弹袋！对，\n这个<Tff0000:08>特惠套装<Tff0000:00>只要\n<Tff0000:06>220卢比<Tff0000:00>！怎么样？<T000020>,
zel_02/5157,卖你一套<Tff0000:08>特惠套装<Tff0000:00>，\n里面有塞满炸弹的\n炸弹袋。只要<Tff0000:06>250卢比<Tff0000:00>！\n怎么样？<T000020>,
zel_02/5158,<T000008:01>我买了。\n<T000008:02>算了。,
zel_02/5159,跟你做生意真痛快！\n拿好！,
zel_02/5160,等等，等等，别急！\n你的卢比不够，伙计！\n这价我不能降，\n你还是请回吧。,
zel_02/5161,怎么回事？你那<Tff0000:01>炸弹袋\n<Tff0000:00>看着塞得满满当当！\n要不要我给你订个\n新的<Tff0000:01>炸弹袋<Tff0000:00>？<T000020>,
zel_02/5162,要是因为装不下，\n错过了炸弹，可别\n跑来跟我哭。就现在这些，\n你确定够了吗？<T000020>,
zel_02/5163,<T000008:01>我买了！\n<T000008:02>算了。,
zel_02/5164,<T00002d>,
zel_02/5165,嗯……看来你的<Tff0000:01>炸弹袋\n<Tff0000:00>里装着别的种类的炸弹……,
zel_02/5166,哎呀！看来您还有\n一些，先生！让我再\n瞧瞧您的炸弹袋……,
zel_02/5167,先生，祝您今天愉快！\n欢迎光临本店极其\n讲究的炸弹回收柜台！,
zel_02/5168,先生，恐怕我帮不了您！\n本店专营炸弹，建议您\n带着炸弹再来！,
zel_02/5169,哎呀，这是什么？\n看来您带着炸弹！\n请容我瞧一眼\n那袋子……,
zel_02/5170,嗯……<Tff0000:08><T00002d><Tff0000:00>，是吧……\n您要是想卖，\n我买<Tff0000:08><T000031><Tff0000:00>，出<Tff0000:06><T000032><Tff0000:00>。\n先生，您看行吗？<T000020>,
zel_02/5171,<T000008:01>好！我卖！\n<T000008:02>不了，谢谢。,
zel_02/5172,什么？您确定吗，先生？\n真不巧……不过请记住，\n以后您想卖炸弹，\n随时带来找我！,
zel_02/5173,<Tff0000:01><T00002d> x <T000031><Tff0000:00>\n回收价：<Tff0000:06><T000032><Tff0000:00>\n<T00001f:00><T000030:01>炸弹袋1<T00001e:01><T000030:02>炸弹袋2,
zel_02/5174,太好了！我出<Tff0000:06><T000032> <Tff0000:00>买\n您的<Tff0000:01><T000031><Tff0000:00>！,
zel_02/5175,先生，您的钱包满了，\n恐怕我付不了钱。\n那我还是把东西收下？<T000020>,
zel_02/5176,<Tff0000:01><T00002d> x <T000031><Tff0000:00>\n回收价：<Tff0000:06><T000032><Tff0000:00>\n<T000034:00><T000030:00>炸弹袋1<T000033:01><T000030:00>炸弹袋2\n<T000033:02><T000030:00>炸弹袋3,
zel_02/5177,要装进哪个袋子？\n<Tff0000:08><T00002d> <T000031><Tff0000:00>\n<T00001f:00><T000030:01> <T00001e:01><T000030:02>,
zel_02/5178,要装进哪个袋子？\n<Tff0000:08><T00002d> <T000031><Tff0000:00>\n<T00001f:00><T000030:01> <T00001e:01><T000030:03>,
zel_02/5179,要装进哪个袋子？\n<Tff0000:08><T00002d> <T000031><Tff0000:00>\n<T00001f:00><T000030:02> <T00001e:01><T000030:03>,
zel_02/5180,要装进哪个袋子？\n<Tff0000:08><T00002d> <T000031><Tff0000:00>\n<T000034:00><T000030:01> <T000033:01><T000030:02> <T000033:02><T000030:03>,
zel_02/5181,你的炸弹袋满满当当，\n伙计！装不下的东西\n可买不了！,
zel_02/5182,去<Tff0000:01>左边<Tff0000:00>那个柜台，\n那儿有<Tff0000:01>回收服务<Tff0000:00>。\n要是有用不上的炸弹，\n我们帮您收下。,
zel_02/5183,那么，先生，怎么样？\n还要卖我别的炸弹吗？,
zel_02/5184,什么？！哦……懂了\n您看不上它们……,
zel_02/5185,那好，再见！,
zel_02/5186,<T030000:00000532><Tff0000:06>30卢比<Tff0000:00>买<Tff0000:08>5枚<Tff0000:00>，<Tff0000:06>60卢比<Tff0000:00>买<Tff0000:08>10枚<Tff0000:00>，\n或<Tff0000:06>90卢比<Tff0000:00>买<Tff0000:08>15枚<Tff0000:00>。要哪种？\n不想买就按<T00000b>……<T000020>,
zel_02/5187,<T000009:01>5\n<T000009:02>10\n<T000009:03>15,
zel_02/5188,天哪，那些该死的\n鼓隆族……让我等材料\n等得可真够久的！,
zel_02/5189,哎呀，抱歉，伙计，那种\n炸弹还没做好。<T000007:0014>等开始\n卖了我再告诉你，行吗？\n你先别急。,
zel_02/5190,<T030000:00000533><Tff0000:06>6卢比<Tff0000:00>买<Tff0000:08>1枚<Tff0000:00>，<Tff0000:06>30卢比<Tff0000:00>买<Tff0000:08>5枚<Tff0000:00>，\n或<Tff0000:06>60卢比<Tff0000:00>买<Tff0000:08>10枚<Tff0000:00>。要哪种，伙计？\n不想买就按<T00000b>……<T000020>,
zel_02/5191,<T000009:01>1\n<T000009:02>5\n<T000009:03>10,
zel_02/5192,那好！我这就帮你\n收下它！,
zel_02/5193,<T000008:01>是\n<T000008:02>否,
zel_02/5194,是吗？<T000007:000a>缺钱的时候，\n随时再来找我！,
zel_02/5195,喂，你的炸弹袋满了！\n袋子腾不出地方，\n可就买不了炸弹！,
zel_02/5196,没错！<T000007:000a>现在你就能尝尝\n我这手工炸弹的\n极致滋味了！,
zel_02/5197,哦……<T000007:000a>你还可以<Tff0000:01>把炸弹<Tff0000:00>\n和<Tff0000:01>箭<Tff0000:00>合成<Tff0000:01>炸弹箭<Tff0000:00>，\n需要远程爆破\n时正好用上！,
zel_02/5198,回头我给你寄一封<Tff0000:01>信<Tff0000:00>，\n里面写着详情，\n你有空慢慢看。,
zel_02/5199,,
zel_02/5200,,
zel_02/5201,<T000000>。,
zel_02/5202,靠近<Tff0000:01>矿山<Tff0000:00>非常\n危险。,
zel_02/5203,要跟科林他们分开，\n我很伤心……但我知道\n他们必须走。请把他们\n平安送回父母身边。,
zel_02/5204,别担心科林。,
zel_02/5205,平安回来就好。,
zel_02/5206,,
zel_02/5207,,
zel_02/5208,你要去见<Tff0000:01>鼓隆族<Tff0000:00>吗，\n<T000000>？,
zel_02/5209,要你替我们做\n这件事，真抱歉。,
zel_02/5210,我会在这儿陪着科林，\n所以请别为他担心。,
zel_02/5211,就交给我照顾！,
zel_02/5212,我只希望你能为\n<Tff0000:01>鼓隆族<Tff0000:00>做点什么……,
zel_02/5213,我会守在他身边！,
zel_02/5214,你还要继续\n旅行吗，<T000000>？,
zel_02/5215,一路顺风！也请\n别为我们担心！,
zel_02/5216,<T000000>……,
zel_02/5217,那个卓拉族的孩子\n睁眼了，都能起来了！,
zel_02/5218,可是……,
zel_02/5219,他只知道去庇护所后面的\n墓地祈祷……\n从早到晚，整天都在\n祈祷……,
zel_02/5220,那可怜的卓拉族孩子……\n他一定经历过可怕的事……,
zel_02/5221,希望他能早点\n好起来……,
zel_02/5222,<T000000>！,
zel_02/5223,那个卓拉族孩子说，\n是你给了他勇气！,
zel_02/5224,那孩子……是叫\n拉尔斯吧？对，拉尔斯\n是卓拉王族的儿子。,
zel_02/5225,他说自己是卓拉王位的\n继承人，所以必须回\n自己的家去……,
zel_02/5226,多亏了你，他痊愈了，\n我很高兴，<T000000>。,
zel_02/5227,拉尔斯一定在\n自己村里努力呢……,
zel_02/5228,现在只要能找到办法\n让伊莉娅恢复记忆，\n那就什么都好了……,
zel_02/5229,拉尔斯、伊莉娅和大家\n都好了！我真高兴！,
zel_02/5230,可是……拉尔斯回去\n找族人了，陌默村的\n大家也快回家了……,
zel_02/5231,大家都走了，这儿\n会安静很多。也\n会冷清很多……,
zel_02/5232,,
zel_02/5233,,
zel_02/5234,,
zel_02/5235,,
zel_02/5236,,
zel_02/5237,,
zel_02/5238,,
zel_02/5239,,
zel_02/5240,,
zel_02/5241,,
zel_02/5242,,
zel_02/5243,,
zel_02/5244,,
zel_02/5245,,
zel_02/5246,,
zel_02/5247,,
zel_02/5248,,
zel_02/5249,,
zel_02/5250,,
zel_02/5251,<Tff0000:03>蓝药水<Tff0000:08>   <Tff0000:06>100卢比<Tff0000:00>\n一口喝下就能<Tff0000:01>补满全部的心<Tff0000:00>，\n兄弟！它虽然贵，\n效果却是最好的！,
zel_02/5252,<Tff0000:03>蓝药水<Tff0000:00>卖<Tff0000:06>100卢比<Tff0000:00>。\n要买吗，兄弟？<T000020>,
zel_02/5253,<Tff0000:03>蓝药水<Tff0000:00>要<Tff0000:06>100卢比<Tff0000:00>，\n兄弟！可你买不起，\n那就没法给你！,
zel_02/5254,你要没有能装<Tff0000:03>蓝药水<Tff0000:00>的\n<Tff0000:01>空瓶<Tff0000:00>，我就不能\n卖给你，兄弟！,
zel_02/5255,谢谢你，兄弟！我这就\n把<Tff0000:03>蓝药水<Tff0000:00>装进你的空瓶！,
zel_02/5256,<Tff0000:01>红药水<Tff0000:08>   <Tff0000:06>30卢比<Tff0000:00>\n它能<Tff0000:01>补8颗心<Tff0000:00>，\n兄弟！要是出门远行，\n最好带点在身上。,
zel_02/5257,<Tff0000:01>红药水<Tff0000:00>要<Tff0000:06>30卢比<Tff0000:00>。\n要买吗，兄弟？<T000020>,
zel_02/5258,<Tff0000:01>红药水<Tff0000:00>要<Tff0000:06>30卢比<Tff0000:00>。\n可你买不起，那就\n没法给你，兄弟！,
zel_02/5259,你要没有能装<Tff0000:01>红药水<Tff0000:00>的\n<Tff0000:01>空瓶<Tff0000:00>，我就不能\n卖给你，兄弟！,
zel_02/5260,谢谢你，兄弟！我这就\n把<Tff0000:01>红药水<Tff0000:00>装进你的空瓶！,
zel_02/5300,,
zel_02/5301,我们就在这儿等你，\n多久都等！,
zel_02/5302,<T000000>……,
zel_02/5303,真不敢相信科林……\n我是说，他这么做\n真勇敢，对吧？尤其\n他还那么弱！,
zel_02/5304,呃……他会没事的，\n<T000007:0014>对吧？,
zel_02/5305,还有玛罗！他连句\n「早点好起来！」都没来说。\n他想什么呢？,
zel_02/5306,啊……不……,
zel_02/5307,<T000000>！,
zel_02/5308,你看我：我在这儿\n替全村放哨呢！,
zel_02/5309,对！要是再有怪物\n来袭击，我随时准备着！\n我会大声喊，\n通知大家！,
zel_02/5310,哎呀，要是我有<Tff0000:01>弓<Tff0000:00>，\n就能坐在这儿，\n射那些讨厌的怪物了……,
zel_02/5311,哦！喂！我知道，<T000000>！\n你教我怎么用吧！,
zel_02/5312,求你了，行不行？！\n就教教我射弓吧，\n<T000000>！行吗？<T000020>,
zel_02/5313,<T000008:01>好\n<T000008:02>不,
zel_02/5314,哦！好耶！,
zel_02/5315,好！玛罗就在泉边，\n你下去找到他，\n然后从那儿射给我看！,
zel_02/5316,什么？！开玩笑吧,
zel_02/5317,来嘛！快点射给我看！\n我想看怎么射<Tff0000:01>弓<Tff0000:00>！<T000020>,
zel_02/5318,<T000000>！再教教我\n怎么用<Tff0000:01>弓<Tff0000:00>吧！<T000020>,
zel_02/5319,一切正常！,
zel_02/5320,<Tff0001:0096>喂！,
zel_02/5321,<Tff0001:0096>上面！,
zel_02/5322,试试射中这根杆子！<T000004:0000>,
zel_02/5323,哇！就差那么一点点！\n只偏了一丁点！,
zel_02/5324,<T000001>哇啊啊啊！<T000002>\n射中了！射中了！,
zel_02/5325,谢谢，<T000000>！,
zel_02/5326,你怎么这么厉害，\n<T000000>！我说，你剑也好、\n弓也好！,
zel_02/5327,哎呀，我真盼着长大！,
zel_02/5328,我虽然做不了什么，\n但至少我真的很努力！,
zel_02/5329,哇！你又射中了！\n太厉害了，<T000000>！,
zel_02/5330,你在干嘛，<T000000>？,
zel_02/5331,那么近才射中，\n有什么好得意的！,
zel_02/5332,哦，你从那儿都\n射不中！哈哈哈哈！,
zel_02/5333,<Tff0001:007d><T000001>哇！<T000002>,
zel_02/5334,<Tff0001:007d>那……那是怪物！\n大家快跑！！！,
zel_02/5335,那个疯小子玛罗……\n他进了店里，现在\n不知在里面搞什么！,
zel_02/5336,他说得「开始干活」，\n可店都关着，他到底\n要干什么？,
zel_02/5337,他说要「开始干活」，\n然后就一直没从那\n关着的店里出来！,
zel_02/5338,<T000000>，你去劝劝\n那孩子吧？,
zel_02/5339,,
zel_02/5340,,
zel_02/5341,,
zel_02/5342,,
zel_02/5343,,
zel_02/5344,,
zel_02/5345,,
zel_02/5346,,
zel_02/5347,,
zel_02/5348,,
zel_02/5349,,
zel_02/5350,,
zel_02/5351,,
zel_02/5352,,
zel_02/5353,,
zel_02/5354,,
zel_02/5355,,
zel_02/5356,,
zel_02/5357,,
zel_02/5358,,
zel_02/5359,,
zel_02/5360,,
zel_02/5361,,
zel_02/5362,,
zel_02/5363,,
zel_02/5364,,
zel_02/5365,,
zel_02/5366,,
zel_02/5367,,
zel_02/5368,,
zel_02/5369,,
zel_02/5370,,
zel_02/5371,,
zel_02/5372,,
zel_02/5373,,
zel_02/5374,,
zel_02/5375,,
zel_02/5376,,
zel_02/5377,,
zel_02/5378,,
zel_02/5379,,
zel_02/5380,,
zel_02/5381,,
zel_02/5382,,
zel_02/5383,,
zel_02/5384,,
zel_02/5385,,
zel_02/5386,,
zel_02/5387,,
zel_02/5388,,
zel_02/5389,,
zel_02/5390,,
zel_02/5391,,
zel_02/5392,,
zel_02/5393,,
zel_02/5394,,
zel_02/5395,,
zel_02/5396,,
zel_02/5397,,
zel_02/5398,,
zel_02/5399,,
zel_02/5400,,
zel_02/5401,……动动脑子！,
zel_02/5402,想想。这种时候我们\n有理由开门吗？没有。\n也别跟我说什么\n顾客永远是对的……,
zel_02/5403,本店今天已打烊。\n请在我们营业时\n再来。,
zel_02/5404,我们还没开门。更不欢迎\n一大早就等不及的人。,
zel_02/5405,<Tff0001:004b>喂……,
zel_02/5406,可以看，但你\n绝不许随便拿……,
zel_02/5407,那是我的贵重商品。\n<T000007:000a>想要就拿钱买……,
zel_02/5408,这家无人看管的店，\n我决定接下来了……,
zel_02/5409,<T030000:00000534>买点东西吧……\n你买，全村都受益……<T00001b><T000015><T000004:0000>,
